source,target,weight
1484,14375,2.0
1484,10543,0.5
1484,284,2.0
1484,14504,0.5
1484,7025,1.0
15493,4575,0.333333
15493,9496,0.333333
15493,4870,0.333333
15493,14511,1.0
15493,4982,1.0
15493,4552,1.0
4575,9496,0.333333
4575,4870,0.333333
4575,5913,0.5
4575,7656,0.5
4575,8222,1.0
4575,14990,0.5
4575,6470,0.333333
4575,3172,0.333333
4575,5349,0.5
4575,11352,0.5
4575,5853,0.5
4575,10037,0.333333
4575,6251,1.0
9496,4870,0.333333
4870,5804,1.66667
4870,11166,0.333333
4870,15975,1.0
4870,8560,1.66667
4870,8918,2.5
4870,2707,0.333333
4870,12810,0.833333
4870,8851,0.5
4870,14614,1.83333
4870,7241,1.0
4870,8778,0.2
4870,10379,0.333333
4870,13736,0.333333
4870,11867,1.83333
4870,16150,0.166667
4870,1725,1.0
4870,3357,1.86667
4870,8078,0.833333
4870,2835,1.0
4870,11117,0.666667
4870,9534,0.333333
4870,13984,0.833333
4870,5606,1.66667
4870,5502,0.333333
4870,5163,0.2
4870,6919,0.5
4870,14556,0.333333
4870,7980,0.7
4870,10926,0.5
4870,3679,0.25
4870,2144,0.333333
4870,2280,1.25
4870,7318,0.25
4870,7690,0.25
4870,8420,0.5
4870,204,0.5
4870,8303,0.166667
4870,4212,0.2
5933,12972,1.0
12972,10053,1.5
12972,4291,0.5
12972,5340,9.0
12972,7201,1.0
12972,9951,1.0
5425,13513,1.0
5425,812,1.5
5425,5804,0.0909091
5425,13101,0.5
5425,11888,0.0909091
5425,9127,0.0909091
5425,4103,0.0909091
5425,13725,0.0909091
5425,4940,0.0909091
5425,12602,0.0909091
5425,847,0.0909091
5425,15914,1.875
5425,7413,1.875
5425,9614,0.125
5425,12464,0.125
5425,4607,0.125
5425,3740,0.125
5425,9799,0.125
5425,13990,0.375
5425,1273,0.25
5425,2303,0.0909091
5425,2199,0.0909091
5425,1482,0.0909091
13513,812,1.0
13513,4912,0.5
13513,15635,3.0
13513,1072,0.5
13513,10074,1.5
13513,15246,0.5
13513,4475,0.5
13513,16043,0.5
812,15379,0.5
812,13101,0.5
812,8546,0.5
812,4626,0.5
812,7312,1.16667
812,9489,3.0
812,5603,1.66667
812,14298,0.666667
812,9597,0.166667
812,2067,0.166667
812,7020,0.166667
812,13763,1.0
812,12264,0.5
812,4595,1.0
812,5,1.0
12149,6472,0.5
12149,13336,1.16667
12149,4800,0.666667
12149,3722,0.5
12149,9618,4.0
12149,1420,0.5
12149,10638,0.666667
12149,11288,0.5
12149,8873,0.5
5592,4777,4.0
5592,9420,0.25
5592,10286,0.333333
5592,10523,1.41667
5592,15724,0.333333
5592,5361,1.0
5592,4533,1.2
5592,12763,1.0
5592,13132,1.2
5592,14917,0.2
5592,9591,0.2
5592,1199,0.2
5592,10668,0.666667
5592,4837,1.25
5592,7927,2.75
5592,97,0.25
5592,7701,0.25
5592,14055,0.75
5592,11080,0.5
5592,14187,0.25
4777,14461,0.5
4777,3399,1.0
4777,14174,1.0
4777,4837,0.5
11645,14443,2.5
11645,8385,0.5
11645,647,1.0
11645,1979,1.0
11645,9263,1.0
11645,2586,0.333333
11645,7280,0.5
11645,15719,0.5
11645,14728,0.5
11645,14686,0.5
11645,5988,0.333333
11645,2513,0.333333
11645,82,1.0
14443,5002,0.5
14443,7782,1.5
14443,647,4.0
14443,5948,1.0
14443,7280,0.5
14443,2463,0.5
14443,3319,1.0
14443,16142,0.5
5957,9392,1.0
5957,11136,3.0
5957,15311,1.0
5957,13780,0.5
5957,24,0.5
5957,168,3.0
5957,1680,0.5
5957,4915,1.5
5957,7238,1.0
9392,3474,0.5
9392,11811,6.72778
9392,8878,0.694444
9392,4427,2.64286
9392,8756,1.0
9392,13190,0.5
9392,8385,1.5
9392,7241,0.5
9392,9413,0.2
9392,15911,0.142857
9392,12135,2.5373
9392,3722,2.0
9392,9838,0.142857
9392,280,1.81667
9392,4208,0.5
9392,6049,0.333333
9392,1382,2.14286
9392,15283,0.5
9392,12992,0.333333
9392,12283,2.0
9392,14990,1.56667
9392,15303,2.06667
9392,9226,2.33333
9392,5457,1.0
9392,3589,0.111111
9392,15034,0.111111
9392,9690,1.0
9392,10284,0.2
9392,5791,0.5
9392,10595,4.25
9392,15819,0.142857
9392,2444,2.0
9392,905,1.0
9392,15996,0.111111
9392,6324,0.25
9392,5450,0.5
9392,14719,0.5
9392,5180,1.5
9392,15232,1.5
9392,8289,1.5
9392,33,0.2
9392,12999,0.142857
9392,6597,0.5
9392,4997,5.33333
9392,2332,0.25
9392,1162,0.5
9392,4740,0.333333
9392,6437,0.333333
9392,10417,1.0
9392,3442,1.0
9392,12097,1.0
9392,10457,0.2
9392,5793,0.333333
9392,1803,0.5
9392,16149,0.25
9392,1226,0.111111
9392,3562,0.111111
9392,2100,0.2
9392,9931,0.333333
9392,7916,0.2
9392,8197,0.111111
9392,15396,0.2
9392,1591,1.0
5286,3238,12.5
5286,3871,0.5
5286,13438,3.5
5286,8030,0.333333
5286,14123,14.3333
5286,10350,6.0
5286,11823,0.5
5286,5330,0.666667
5286,10563,0.666667
5286,15732,0.666667
5286,3898,1.0
5286,14588,0.5
5286,13020,1.5
5286,7198,0.333333
5286,3011,1.0
5286,5270,0.5
5286,1222,0.5
6000,13566,1.0
6000,10494,0.5
6000,13711,0.5
10053,4609,0.5
10053,6489,0.25
10053,5887,0.25
10053,6101,1.0
10053,16020,1.0
10053,4798,0.5
10053,10403,1.0
10053,8660,1.0
10053,5340,1.5
10053,298,1.25
10053,3938,7.0
13652,7093,1.0
13652,11867,0.5
13652,16048,8.5
5735,3970,1.0
5735,4418,0.5
5735,15665,0.5
3970,4418,3.0
3970,13553,0.333333
3970,4291,2.25
3970,2673,1.66667
3970,12935,1.5
3970,7214,0.166667
3970,9386,0.166667
3970,3722,1.0
3970,7574,0.333333
3970,15665,6.5
3970,15825,1.0
3970,7386,1.0
3970,14785,0.25
3970,11014,1.5
3970,15489,0.333333
3970,6585,0.5
3970,8156,0.166667
3970,6348,0.166667
3970,4148,0.166667
3970,14507,1.5
3970,12498,0.5
3970,9126,0.111111
3970,13814,0.25
3970,11475,0.25
3970,9570,3.5
3970,5115,0.111111
3970,14561,0.111111
3970,2640,0.111111
3970,7017,0.111111
3970,7752,0.111111
3970,13891,0.111111
3970,3514,0.111111
3970,4142,0.111111
4418,4291,1.5
4418,12935,1.0
4418,4549,1.0
4418,15665,1.0
4418,16150,2.0
4983,272,0.5
4983,877,0.5
4983,7840,1.0
5559,4609,2.83333
5559,2949,0.333333
5559,1695,0.5
5559,6467,0.333333
5559,11348,1.0
3474,9527,5.25
3474,3940,3.75
3474,4224,0.333333
3474,9947,0.25
3474,7510,0.5
3474,5450,0.5
3474,5300,0.25
3474,6375,0.666667
3474,7820,0.666667
3474,7935,0.333333
9527,3940,3.25
9527,4224,1.16667
9527,9947,0.25
9527,5689,1.0
9527,15433,0.5
9527,5791,0.5
9527,14785,1.33333
9527,3880,0.333333
9527,1351,1.0
9527,5300,0.25
9527,6375,0.333333
9527,7820,0.333333
9527,11887,0.5
9527,12721,1.0
3940,4224,0.666667
3940,11594,1.5
3940,9947,2.25
3940,9412,0.333333
3940,7510,0.5
3940,14785,0.833333
3940,3880,0.5
3940,11014,0.333333
3940,12134,0.833333
3940,1824,0.5
3940,12690,0.5
3940,10995,0.833333
3940,5300,0.25
3940,5545,0.333333
3940,10761,0.833333
3940,6375,0.333333
3940,7820,0.333333
3940,3580,0.333333
4224,6191,1.36667
4224,6342,0.333333
4224,515,0.866667
4224,11594,0.5
4224,410,1.33333
4224,4560,0.5
4224,2761,1.0
4224,14785,0.833333
4224,3880,0.833333
4224,11014,1.7
4224,13373,0.666667
4224,14063,0.333333
4224,7089,1.0
4224,2118,1.0
4224,3870,0.5
4224,7329,0.333333
4224,5545,0.333333
4224,1875,0.666667
4224,6556,0.7
4224,3393,0.333333
4224,4690,0.5
4224,9653,0.2
13577,5804,2.5
13577,13451,1.0
13577,14233,0.5
5804,13451,1.2
5804,8560,0.166667
5804,4975,0.5
5804,13687,0.833333
5804,2707,1.58333
5804,12810,0.583333
5804,14614,0.666667
5804,7513,1.0
5804,4042,0.333333
5804,10379,0.333333
5804,12037,0.5
5804,9248,0.5
5804,11888,0.0909091
5804,9792,0.333333
5804,16150,2.86667
5804,15938,0.5
5804,4196,1.03333
5804,5457,0.5
5804,2006,0.866667
5804,5014,0.2
5804,15505,0.5
5804,14785,0.5
5804,2835,2.5
5804,12134,0.5
5804,4601,0.583333
5804,12178,0.333333
5804,9534,1.33333
5804,6803,0.333333
5804,13984,0.166667
5804,3159,0.5
5804,5606,0.333333
5804,5502,0.75
5804,12084,0.5
5804,7313,0.5
5804,9127,0.0909091
5804,4103,0.0909091
5804,13725,0.0909091
5804,4940,0.0909091
5804,12602,0.0909091
5804,847,0.0909091
5804,14556,0.333333
5804,4169,0.5
5804,14233,0.5
5804,10926,1.66667
5804,2144,0.333333
5804,14127,0.5
5804,2303,0.0909091
5804,2199,0.0909091
5804,1482,0.0909091
5804,4134,1.83333
5804,9205,0.333333
5804,3121,0.333333
5804,8303,0.166667
5804,10633,3.5
13451,4112,2.5
13451,13991,0.5
13451,9451,4.83333
13451,13675,2.0
13451,13539,0.5
13451,10286,0.333333
13451,15283,1.5
13451,16150,0.866667
13451,4196,2.53333
13451,12955,2.0
13451,15370,0.5
13451,2006,0.866667
13451,15422,0.5
13451,749,0.5
13451,5014,0.2
13451,4601,0.333333
13451,12178,0.333333
13451,6607,2.5
13451,3220,0.5
13451,10572,4.0
13451,11680,2.0
13451,1302,1.0
4680,13553,3.0
4680,7579,1.0
4680,11465,0.333333
4680,11188,0.333333
4680,11385,0.0909091
4680,8058,0.25
4680,9486,0.5
4680,13101,0.5
4680,4364,1.0
4680,4715,0.75
4680,1879,7.08333
4680,3336,0.5
4680,1384,0.0909091
4680,5700,0.5
4680,4632,1.0
4680,8234,0.333333
4680,13519,0.833333
4680,9319,0.5
4680,7004,0.333333
4680,6405,0.0909091
4680,7992,0.0909091
4680,9960,5.0
4680,13200,0.5
4680,7890,0.25
4680,1662,0.0909091
4680,14065,0.0909091
4680,6644,0.0909091
4680,3723,0.0909091
4680,1586,0.0909091
4680,10610,0.0909091
4680,1463,0.0909091
4680,13857,0.5
13553,8560,0.25
13553,9486,1.33333
13553,13101,1.0
13553,13289,2.08333
13553,7574,1.33333
13553,7655,0.5
13553,8265,1.5
13553,4601,0.25
13553,15489,0.333333
13553,6222,0.25
13553,3317,0.333333
13553,10543,0.333333
13553,580,0.333333
13553,15007,0.5
13553,8088,0.333333
13137,10497,5.0
13137,2288,2.0
13137,9209,2.0
13137,3233,1.0
13137,3265,4.0
10497,141,1.0
10497,1949,2.0
10497,10350,1.0
10497,9209,2.0
10497,6635,1.33333
10497,3676,0.333333
10497,12750,0.333333
10497,13119,2.0
2531,12430,1.0
2531,14990,0.5
2531,13884,1.0
2531,13854,0.5
2531,217,0.5
2531,4282,0.5
5913,7656,2.33333
5913,3962,0.25
5913,13190,2.0
5913,8058,1.33333
5913,1932,7.16667
5913,4291,0.666667
5913,14457,0.5
5913,15376,1.0
5913,7207,0.5
5913,13241,0.5
5913,12277,4.0
5913,3090,0.5
5913,15283,1.58333
5913,14374,1.5
5913,1496,0.236111
5913,12235,0.111111
5913,11864,0.25
5913,14349,0.583333
5913,5334,0.111111
5913,4630,0.402778
5913,15232,0.5
5913,8295,1.0
5913,6720,1.0
5913,13660,0.333333
5913,3260,0.5
5913,11529,2.11111
5913,8136,0.111111
5913,4908,0.111111
5913,8350,0.111111
5913,4230,0.277778
5913,3430,0.166667
5913,1874,0.291667
5913,299,1.0
5913,9465,1.0
5913,4904,0.5
5913,6213,0.166667
5913,15180,0.166667
5913,8054,0.125
5913,6506,0.125
5913,571,0.125
5913,10455,0.125
5913,13846,0.125
7656,15283,0.333333
7656,14374,1.5
7656,14349,0.333333
7656,1342,1.5
7656,7959,0.5
11018,3056,4.0
11018,12774,2.0
3056,12774,2.0
3056,8629,0.2
3056,1889,0.2
3056,371,0.5
3056,10580,0.5
3056,9151,0.333333
3056,5885,0.416667
3056,10457,0.616667
3056,9529,0.25
3056,16160,0.25
3056,3645,0.2
3056,1659,0.2
3056,307,1.70952
3056,6987,0.25
3056,1203,0.25
3056,11889,0.25
3056,14352,0.5
3056,6379,0.166667
3056,6511,0.47619
3056,16231,0.166667
3056,3625,0.25
3056,15874,0.166667
3056,14299,0.166667
3056,4003,0.166667
3056,14866,0.309524
3056,7239,0.142857
3056,2229,0.309524
3056,3536,0.142857
3056,8159,0.309524
3056,3453,0.25
3056,2000,0.366667
3056,9745,0.616667
3056,12737,0.2
3056,10953,0.166667
10919,1728,3.16667
10919,8639,0.5
10919,14090,0.333333
10919,625,0.5
10919,1855,0.5
10919,2606,0.833333
10919,6892,0.5
10919,7772,1.0
10919,6617,0.333333
10919,6264,0.333333
1728,8639,2.5
1728,3292,0.333333
1728,7578,2.0
1728,14090,0.666667
1728,2648,2.83333
1728,625,0.5
1728,8882,1.0
1728,8793,1.0
1728,7585,1.0
1728,1855,0.5
1728,2606,0.666667
1728,14869,0.5
1728,4271,0.333333
1728,5224,1.0
1728,4766,1.0
1728,6617,0.333333
1728,6264,0.333333
1728,14878,0.333333
13199,9743,6.0
13199,4495,0.5
13199,7664,0.5
13199,10994,4.5
13199,500,2.5
13199,138,0.5
13199,2004,0.5
11367,7649,0.166667
11367,10932,0.166667
11367,11319,0.166667
11367,1848,0.166667
11367,4881,0.166667
11367,1587,0.166667
4112,4621,0.5
4112,13991,0.5
4112,9451,0.5
4112,7747,3.0
4621,13991,2.5
4621,15638,0.333333
4621,9418,0.333333
4621,5794,0.333333
4621,13778,1.0
4621,9875,0.666667
4621,2054,0.333333
4621,7640,0.333333
4621,9182,0.333333
4621,836,1.16667
4621,1846,1.16667
13991,13539,5.0
13991,8058,1.33333
13991,5887,0.5
13991,12915,0.333333
13991,7510,0.333333
13991,13241,0.5
13991,7352,0.142857
13991,8458,0.25
13991,11198,0.25
13991,3844,2.0
13991,16008,0.142857
13991,3708,0.5
13991,1989,0.25
13991,11475,0.142857
13991,2852,0.142857
13991,6517,0.25
13991,15484,1.33333
13991,14610,0.142857
13991,2218,1.0
13991,13733,0.142857
13991,8953,0.142857
13991,2955,0.333333
13991,8443,0.333333
13991,4718,1.0
11811,8878,2.94444
11811,15911,0.333333
11811,12135,0.777778
11811,2645,0.25
11811,1033,0.25
11811,6775,0.25
11811,9226,0.333333
11811,3589,0.111111
11811,15034,0.111111
11811,2600,0.5
11811,2444,0.5
11811,15996,0.111111
11811,6324,0.25
11811,14719,0.5
11811,6597,0.5
11811,2332,0.5
11811,10457,0.2
11811,16149,0.25
11811,1226,0.111111
11811,3562,0.111111
11811,2100,0.2
11811,9931,0.333333
11811,7916,0.2
11811,8197,0.111111
11811,15396,0.2
11811,11948,0.333333
8878,12135,0.444444
8878,2645,0.25
8878,1033,0.25
8878,6775,0.25
8878,3589,0.111111
8878,15034,0.111111
8878,16079,0.5
8878,14273,0.5
8878,15996,0.111111
8878,6324,0.25
8878,16149,0.25
8878,1226,0.111111
8878,3562,0.111111
8878,1378,0.142857
8878,8197,0.111111
8878,9284,0.142857
8878,752,0.142857
8878,10869,0.142857
8878,8278,0.142857
8878,13499,0.142857
8878,12828,0.142857
4524,5937,7.5
4524,1663,0.5
5937,1663,2.0
5937,8467,0.5
5937,3210,1.0
5937,11678,1.0
1663,8467,0.5
769,11879,1.0
769,3628,1.5
769,13869,1.5
769,244,1.0
769,1011,1.0
769,2791,1.0
769,3770,1.0
11879,15279,1.0
11879,14019,1.0
11879,637,1.0
11879,9505,0.5
11879,1481,1.5
11879,5871,1.0
11879,13897,1.0
11879,16227,1.0
11879,1447,2.0
11879,7134,1.0
11879,14016,1.0
4609,9510,0.666667
4609,4957,0.333333
4609,1557,0.9
4609,13268,2.4
4609,2273,8.98333
4609,10333,0.333333
4609,16208,1.0
4609,5022,2.0
4609,2949,9.25
4609,3275,0.333333
4609,4798,6.0
4609,4923,0.666667
4609,15334,1.0
4609,3932,0.5
4609,6499,8.5
4609,10621,0.333333
4609,5456,0.5
4609,4723,1.25
4609,18,0.666667
4609,5344,0.333333
4609,7186,2.25
4609,96,1.75
4609,2731,1.0
4609,10826,0.666667
4609,2075,1.08333
4609,7183,0.333333
4609,1313,5.0
4609,1695,1.5
4609,7575,1.0
4609,6268,0.833333
4609,6467,5.08333
4609,9039,0.4
4609,7727,0.5
4609,11348,2.0
4609,182,3.0
4609,15581,3.0
4609,16002,0.333333
4609,13291,0.333333
4609,10505,3.16667
4609,10701,0.5
4609,9726,1.98333
4609,7709,1.0
4609,8574,0.333333
4609,8331,0.5
4609,3734,2.0
4609,7673,1.0
4609,14973,1.0
4609,2033,0.5
4609,15256,1.0
4609,16217,0.333333
4609,12480,0.5
4609,4844,1.83333
2879,14232,1.0
2879,533,0.5
2879,7475,0.25
2879,820,1.0
2879,7068,0.5
2879,15915,0.25
2879,1942,0.5
2879,2776,0.333333
2879,1801,1.83333
2879,2850,0.333333
2879,15414,0.5
2879,2328,0.333333
2879,10324,0.333333
2879,14665,0.333333
2879,5604,1.33333
2879,8383,0.333333
2879,13819,0.5
2879,7247,1.0
2879,9632,1.0
2879,6492,1.0
2879,12586,0.333333
2879,14726,0.5
2879,4636,0.5
2879,6064,1.0
2879,1616,0.25
2879,2601,0.25
14232,11904,0.5
14232,533,0.5
14232,2273,1.0
14232,6467,0.5
14232,4763,1.5
14232,7068,1.0
1362,917,0.5
1362,4298,2.79167
1362,11772,0.125
1362,9493,0.625
1362,207,0.625
1362,14231,0.125
1362,9031,0.125
1362,4486,0.125
1362,10511,0.125
1362,576,1.33333
1362,8208,0.5
1362,5791,0.5
1362,2069,0.166667
1362,15831,0.166667
1362,14434,0.166667
1362,10158,2.0
1362,3026,3.0
1362,254,3.0
2947,7184,2.0
7184,15628,3.0
12311,10855,0.5
12311,6554,0.5
10855,6554,9.83333
10855,10256,0.5
10855,6472,1.83333
10855,6760,0.833333
10855,15091,0.833333
10855,3722,1.66667
10855,12652,0.5
10855,4391,0.5
10855,6842,0.5
10855,3595,0.5
10855,3285,1.33333
10855,9220,0.333333
10855,298,1.5
10855,9292,0.333333
10855,7042,0.5
10855,4784,0.5
10855,12448,0.333333
10855,11010,0.5
10855,13469,0.333333
10855,8576,0.333333
6554,6760,0.333333
6554,692,1.0
6554,13750,1.0
6554,12448,0.333333
6554,10520,2.0
6554,12826,1.0
6554,9432,1.0
14868,13893,1.0
14868,10537,2.33333
14868,11502,0.5
14868,9239,0.833333
14868,14828,0.333333
2771,2933,2.0
2771,115,0.111111
2771,7081,0.5
2771,720,2.16667
2771,2126,0.111111
2771,8004,1.0
2771,11205,0.666667
2771,2831,0.333333
2771,15468,0.111111
2771,8659,0.111111
2771,14611,0.111111
2771,209,0.833333
2771,14746,0.5
2771,4322,0.111111
2771,5173,0.111111
2771,12202,0.111111
2771,14338,0.111111
10501,1561,0.309524
10501,355,0.142857
10501,7903,0.309524
10501,5821,0.142857
10501,8819,0.142857
10501,5645,0.142857
10501,12749,0.309524
10501,2096,0.166667
10501,13349,0.166667
10501,7816,0.166667
1561,355,0.142857
1561,7903,1.30952
1561,5821,0.142857
1561,8819,0.142857
1561,5645,0.142857
1561,12749,0.309524
1561,16123,0.2
1561,3657,0.67619
1561,1367,0.533333
1561,7235,0.2
1561,115,0.2
1561,1278,0.142857
1561,2702,0.142857
1561,10126,0.142857
1561,12944,0.142857
1561,13557,0.47619
1561,11677,0.47619
1561,1437,0.333333
1561,1163,0.333333
1561,2096,0.166667
1561,13349,0.166667
1561,7816,0.166667
1561,7196,1.0
355,7903,0.142857
355,5821,0.142857
355,8819,0.142857
355,5645,0.142857
355,12749,0.142857
7903,5821,0.142857
7903,8819,0.142857
7903,5645,0.142857
7903,12749,0.785714
7903,6019,0.5
7903,2096,0.5
7903,13349,0.166667
7903,7816,0.166667
7903,1186,0.5
7903,8102,0.142857
7903,12545,0.142857
7903,13013,0.142857
7903,8542,0.142857
7903,6837,0.333333
7903,10410,0.142857
7903,1737,0.142857
5821,8819,0.142857
5821,5645,0.142857
5821,12749,0.142857
8819,5645,0.142857
8819,12749,0.309524
8819,9566,0.166667
8819,8542,0.166667
8819,5126,0.166667
8819,4855,0.166667
8819,4882,0.166667
5645,12749,0.285714
5645,2711,0.142857
5645,1857,0.142857
5645,6258,0.142857
5645,1655,0.142857
5645,14293,0.142857
5645,14057,0.142857
12749,932,0.309524
12749,12235,0.166667
12749,7992,0.166667
12749,2711,0.142857
12749,1857,0.869048
12749,6258,0.142857
12749,1655,0.142857
12749,14293,0.142857
12749,14057,0.142857
12749,15043,0.309524
12749,14709,0.166667
12749,14238,0.166667
12749,2096,1.14286
12749,13349,0.166667
12749,7816,0.416667
12749,6479,0.75
12749,9138,0.75
12749,8102,0.142857
12749,1397,0.5
12749,5537,0.25
12749,6792,0.25
12749,7353,0.25
12749,12545,0.142857
12749,4752,0.25
12749,5216,0.25
12749,3429,0.75
12749,10864,0.75
12749,13013,0.392857
12749,5416,0.25
12749,9566,0.166667
12749,9453,0.25
12749,9526,0.25
12749,3840,0.166667
12749,10617,0.25
12749,8542,0.309524
12749,5126,0.166667
12749,4855,0.166667
12749,4882,0.166667
12749,3665,0.642857
12749,9752,0.47619
12749,46,0.142857
12749,6837,0.333333
12749,8703,0.166667
12749,13432,0.5
12749,10410,0.142857
12749,1737,0.142857
2190,1556,0.5
2190,11924,0.5
2190,15635,1.0
2190,12436,2.0
2190,1342,0.5
2190,15255,1.0
2190,2929,0.5
2190,6732,1.0
2190,15790,0.5
2190,9311,0.5
1556,11924,0.5
11924,7871,0.333333
11924,15358,1.0
11924,15509,0.333333
11924,12579,0.333333
11465,11188,2.33333
11465,8234,0.333333
11465,4837,0.125
11465,7927,0.125
11465,7701,0.125
11465,11080,0.125
11465,10554,0.125
11465,4745,0.125
11465,14826,0.125
11465,14187,0.125
11188,8234,1.33333
11188,3859,1.0
11188,3254,1.0
11188,4630,0.25
11188,15277,0.25
11188,4682,0.25
11188,9907,0.25
11188,16221,2.0
11188,12170,3.0
15339,7351,4.16667
15339,4470,0.166667
15339,15401,1.66667
15339,15331,0.166667
15339,5675,0.166667
15339,10391,0.666667
15339,12965,0.5
15339,4673,5.5
7351,4470,0.166667
7351,15401,0.666667
7351,15331,0.166667
7351,5675,0.166667
7351,10391,0.666667
7351,4673,1.0
4470,15401,0.166667
4470,15331,0.166667
4470,5675,0.166667
4470,10391,0.166667
4470,2495,1.0
4470,10729,0.5
4470,11884,1.33333
4470,518,1.0
4470,15416,0.5
4470,4007,1.0
4470,6868,1.0
4470,8812,3.0
4470,11286,0.833333
4470,10785,1.0
4470,5021,0.5
4470,12965,1.0
4470,2583,0.333333
4470,1688,0.333333
4470,390,0.333333
4470,10968,0.333333
4470,7219,0.333333
4470,10485,0.333333
4470,11640,0.333333
15401,15331,3.33333
15401,5675,0.166667
15401,10391,4.33333
15401,8057,0.333333
15401,3275,11.3333
15401,767,0.333333
15401,14910,0.333333
15401,8293,0.333333
15401,8812,3.16667
15401,14877,0.5
15401,6926,3.83333
15401,13717,1.0
15401,12965,2.33333
15401,2566,1.0
15401,11146,1.83333
15401,7737,0.333333
15331,5675,0.166667
15331,10391,1.66667
15331,8812,0.5
15331,6926,1.16667
15331,2566,0.666667
5675,10391,0.166667
10391,3275,0.5
10391,8812,3.16667
10391,6926,0.333333
10391,11146,0.333333
10391,15572,0.5
10391,14779,0.5
15544,10375,3.0
15544,2112,1.0
10375,7721,0.333333
10375,18,1.08333
10375,2112,4.91667
10375,1827,0.583333
10375,15920,0.333333
10375,9763,0.75
7323,13968,7.0
7323,2009,1.0
7323,244,3.0
