0,1,2
95,154,1
101,154,2
103,154,2
104,154,2
105,154,2
106,154,2
144,154,1
145,154,4
146,154,5
5,156,4
120,156,2
143,156,2
5,157,4
144,157,4
145,157,2
146,157,2
5,158,4
144,158,4
145,158,2
156,158,4
157,158,4
139,159,2
158,160,2
144,161,1
146,161,1
65,163,2
144,163,2
145,163,1
146,163,1
158,163,2
159,163,2
161,163,1
85,164,2
88,164,2
5,166,2
134,166,1
144,166,2
145,166,1
146,166,3
139,167,2
152,167,2
166,167,2
5,168,4
156,168,2
158,168,2
166,168,2
5,169,4
156,169,2
166,169,2
167,169,2
168,169,2
88,170,2
95,171,1
39,172,2
77,172,1
78,172,1
117,172,2
146,172,2
152,172,1
171,172,1
39,173,2
77,173,1
117,173,2
152,173,1
171,173,1
172,173,23
146,174,4
172,174,2
11,175,2
16,175,2
17,175,3
144,175,6
145,175,2
146,175,4
154,175,3
177,178,2
8,181,2
11,181,2
15,181,2
16,181,2
17,181,3
175,181,6
178,181,2
134,182,2
144,182,2
145,182,1
146,182,3
175,182,2
136,183,1
144,183,4
145,183,2
146,183,2
154,183,3
175,183,9
144,184,2
146,184,2
1,185,1
2,185,1
4,185,2
12,185,1
23,185,2
24,185,2
25,185,2
26,185,2
27,185,2
28,185,2
30,185,2
31,185,4
33,185,2
39,185,4
40,185,2
41,185,2
42,185,3
44,185,2
45,185,2
46,185,2
47,185,2
49,185,2
50,185,2
51,185,2
56,185,1
63,185,2
65,185,1
66,185,1
68,185,2
69,185,1
70,185,3
75,185,4
78,185,2
79,185,1
80,185,1
82,185,1
83,185,1
84,185,1
87,185,7
88,185,4
91,185,1
93,185,1
94,185,1
96,185,2
97,185,2
99,185,2
110,185,3
111,185,3
112,185,4
114,185,2
115,185,2
116,185,4
117,185,2
124,185,1
126,185,2
127,185,2
128,185,2
129,185,2
131,185,2
134,185,1
135,185,1
139,185,2
140,185,1
143,185,2
144,185,5
145,185,6
146,185,8
147,185,2
152,185,7
154,185,9
156,185,2
158,185,2
159,185,2
160,185,4
161,185,1
172,185,2
173,185,2
175,185,2
178,185,2
182,185,2
183,185,2
184,185,4
184,186,1
185,186,3
131,187,2
145,187,1
175,187,2
182,187,2
183,187,2
185,187,4
110,189,1
152,189,1
185,190,2
12,192,2
88,192,2
98,192,2
185,193,1
185,194,2
146,195,2
194,195,2
145,196,2
146,196,2
57,197,2
59,197,2
88,197,2
144,197,4
145,197,4
146,197,8
175,197,2
185,197,2
187,197,2
195,197,2
196,197,3
121,198,2
145,199,2
197,199,2
87,200,1
185,200,2
13,201,1
87,201,1
144,201,1
146,201,1
185,201,4
200,201,1
185,202,1
185,203,2
12,204,2
13,204,1
30,204,2
61,204,2
62,204,4
69,204,1
88,204,25
89,204,2
108,204,2
113,204,3
115,204,2
124,204,1
127,204,2
134,204,1
135,204,1
136,204,1
142,204,2
144,204,16
145,204,3
146,204,19
152,204,2
170,204,2
182,204,1
183,204,2
185,204,15
192,204,2
196,204,2
197,204,4
201,204,1
203,204,2
144,205,2
146,205,2
204,205,2
0,206,2
88,206,2
185,206,4
204,206,4
205,206,2
69,207,1
88,207,1
124,207,1
134,207,1
135,207,1
144,207,5
145,207,3
146,207,8
152,207,1
153,207,1
185,207,5
196,207,2
197,207,2
204,207,12
127,209,2
133,209,2
185,209,3
200,209,1
87,210,1
144,210,2
146,210,2
185,210,2
198,210,4
88,211,2
192,211,2
204,211,2
185,212,2
203,212,2
88,213,2
89,213,2
204,213,2
154,214,2
185,214,3
127,215,2
133,215,2
146,215,1
209,215,2
55,216,1
88,216,2
152,216,1
185,216,2
194,216,3
199,216,2
204,216,2
206,216,2
0,217,4
185,218,1
193,218,1
5,219,1
60,219,1
95,219,1
98,219,2
126,219,2
127,219,3
152,219,1
154,219,2
185,219,10
200,219,1
201,219,1
209,219,1
87,220,2
185,220,6
60,221,1
203,221,2
219,221,1
88,222,2
204,222,2
88,223,2
192,223,2
204,223,2
122,224,1
185,225,1
186,225,1
0,226,2
5,226,2
6,226,2
23,226,2
24,226,2
25,226,2
26,226,2
27,226,2
28,226,2
38,226,2
40,226,2
41,226,2
43,226,2
45,226,2
46,226,2
47,226,2
48,226,4
49,226,2
63,226,4
64,226,2
67,226,2
76,226,2
85,226,2
86,226,1
98,226,2
101,226,2
102,226,2
103,226,2
104,226,2
106,226,2
107,226,2
108,226,2
115,226,2
116,226,2
120,226,4
152,226,5
154,226,2
156,226,2
185,226,15
187,226,1
190,226,2
198,226,2
204,226,5
206,226,2
207,226,1
210,226,2
214,226,2
5,227,2
6,227,2
23,227,2
24,227,2
25,227,2
26,227,2
27,227,2
28,227,2
29,227,2
38,227,2
40,227,2
43,227,2
45,227,2
46,227,2
47,227,2
48,227,4
49,227,2
63,227,4
67,227,2
76,227,2
85,227,2
86,227,1
88,227,4
98,227,2
101,227,2
102,227,2
103,227,2
104,227,2
105,227,2
106,227,2
107,227,2
108,227,2
115,227,2
120,227,4
152,227,5
156,227,2
185,227,15
187,227,1
190,227,2
198,227,2
204,227,5
206,227,2
207,227,1
210,227,2
214,227,2
217,227,2
226,227,73
0,228,2
26,228,2
27,228,2
35,228,2
38,228,2
43,228,2
44,228,2
67,228,2
80,228,1
83,228,1
84,228,1
95,228,1
97,228,2
108,228,2
121,228,2
127,228,2
128,228,2
138,228,4
139,228,2
140,228,2
141,228,2
142,228,2
152,228,3
159,228,2
163,228,2
167,228,2
171,228,1
176,228,1
177,228,1
179,228,1
180,228,1
185,228,8
187,228,2
198,228,4
204,228,2
205,228,2
206,228,2
210,228,2
217,228,2
0,229,2
26,229,2
27,229,2
35,229,2
38,229,2
43,229,2
67,229,2
79,229,1
80,229,1
82,229,1
83,229,1
84,229,1
88,229,3
95,229,1
97,229,2
121,229,2
127,229,2
128,229,2
129,229,2
138,229,4
139,229,2
140,229,2
142,229,2
152,229,3
159,229,2
163,229,2
167,229,2
171,229,1
176,229,1
177,229,1
179,229,1
180,229,1
182,229,2
185,229,8
187,229,2
198,229,4
204,229,2
205,229,2
210,229,2
228,229,48
12,230,1
88,230,4
110,230,1
126,230,2
127,230,2
144,230,5
145,230,1
146,230,5
152,230,3
158,230,2
160,230,2
182,230,2
185,230,35
187,230,3
189,230,1
196,230,1
197,230,2
200,230,1
201,230,3
202,230,1
204,230,9
207,230,3
208,230,2
210,230,1
219,230,2
220,230,2
226,230,2
227,230,2
228,230,4
229,230,4
137,231,4
217,231,4
79,232,1
80,232,1
81,232,1
82,232,1
83,232,1
84,232,1
119,232,2
152,232,2
184,232,1
185,232,6
203,232,2
221,232,2
228,232,3
184,233,1
186,233,1
232,233,1
144,234,3
146,234,3
144,235,2
146,235,2
234,235,1
144,236,2
146,236,2
234,236,2
2,237,2
6,237,2
144,237,4
146,237,4
162,237,2
185,237,3
185,238,2
226,238,2
227,238,2
237,239,1
3,240,2
238,241,2
2,242,2
3,242,2
6,242,2
162,242,2
185,242,2
226,242,2
237,242,5
238,242,2
240,242,4
144,243,3
146,243,3
237,243,2
239,243,1
5,244,2
144,244,5
146,244,5
153,244,3
162,244,2
204,244,1
230,244,2
237,244,4
242,244,4
145,245,1
146,245,1
182,245,1
185,245,3
187,245,1
204,245,1
207,245,1
226,245,1
227,245,1
185,246,1
245,246,1
61,247,1
124,247,1
127,247,1
135,247,2
144,247,2
146,247,2
11,248,1
175,248,1
181,248,1
237,248,1
239,248,1
56,249,2
134,249,1
185,250,1
185,251,1
185,252,1
251,252,1
250,253,1
185,254,2
250,254,1
251,254,1
252,254,1
253,254,1
185,255,1
239,256,2
243,256,1
248,256,1
144,257,1
146,257,1
144,258,1
160,258,2
185,258,2
257,258,1
185,259,1
193,259,1
218,259,1
49,260,2
185,260,2
197,260,2
112,261,2
185,261,2
204,262,2
230,262,2
154,263,1
152,264,1
109,265,1
154,266,1
201,266,1
219,266,1
85,267,2
88,267,2
88,268,2
108,268,2
185,268,2
204,268,2
219,268,2
77,269,1
152,269,2
154,269,1
152,270,2
154,270,2
79,271,1
80,271,1
81,271,1
82,271,1
83,271,1
185,271,2
209,271,2
79,272,1
80,272,1
81,272,1
82,272,1
83,272,1
146,272,1
155,272,1
185,272,1
215,272,1
271,272,3
55,273,1
122,273,2
224,273,1
126,274,2
127,274,2
152,275,2
154,275,1
88,276,1
152,276,1
154,276,1
100,277,1
118,277,1
185,278,4
104,279,2
154,279,2
172,279,2
173,279,2
72,280,1
152,281,4
204,281,2
222,281,2
226,281,2
227,281,2
232,281,2
185,282,1
185,283,1
282,283,1
93,284,2
146,284,2
149,284,2
150,284,1
151,284,2
172,284,2
173,284,2
185,284,2
226,284,3
227,284,3
228,284,2
229,284,2
152,285,1
172,285,3
173,285,3
185,285,2
23,286,2
172,286,2
185,286,2
45,287,2
173,287,2
185,287,2
172,288,2
173,288,2
185,288,2
279,288,2
47,289,2
172,289,2
173,289,2
185,289,2
46,290,2
172,290,2
185,290,2
25,291,2
172,291,2
173,291,2
185,291,2
185,292,3
220,292,2
226,292,4
227,292,4
228,292,1
229,292,1
185,293,1
230,293,1
146,294,2
154,294,4
160,294,2
175,294,2
183,294,2
185,294,6
227,294,2
228,294,1
229,294,1
230,294,1
258,294,2
292,294,3
293,294,1
114,295,2
185,295,2
44,296,2
154,296,4
185,296,2
190,296,2
226,296,2
227,296,2
31,297,2
44,297,2
74,297,1
76,297,2
101,297,2
103,297,2
104,297,2
105,297,2
106,297,2
145,297,2
146,297,2
154,297,31
175,297,2
183,297,2
185,297,7
214,297,2
219,297,1
266,297,1
270,297,2
279,297,2
294,297,4
296,297,4
9,298,2
10,298,2
134,298,2
145,298,2
185,298,1
9,299,2
10,299,2
145,299,2
146,299,2
185,299,5
209,299,2
230,299,2
271,299,2
92,300,2
145,301,2
183,301,2
185,301,2
187,301,2
197,301,2
144,302,2
204,303,1
207,303,1
230,303,1
249,303,1
232,304,1
144,305,4
146,305,4
152,305,2
184,305,6
185,305,4
185,306,1
245,306,1
246,306,1
185,307,1
284,307,1
102,308,2
154,308,2
172,308,2
173,308,2
285,308,2
182,309,1
183,309,1
185,309,1
144,310,2
146,310,2
152,310,2
185,310,2
197,310,2
199,310,2
204,310,1
207,310,1
216,310,2
230,310,1
260,310,2
51,311,2
68,311,2
70,311,3
185,311,4
185,312,1
255,312,1
255,313,1
312,313,1
185,314,1
313,314,1
118,315,2
204,315,1
207,315,1
230,315,1
303,315,2
154,316,1
185,316,3
278,316,2
297,316,1
144,317,1
146,317,1
185,317,1
230,317,1
185,318,1
230,318,1
144,319,4
146,319,4
144,320,2
146,320,2
319,320,2
144,321,2
146,321,2
319,321,2
144,322,5
146,322,5
148,322,1
185,322,1
144,323,1
146,323,1
185,323,1
230,323,1
322,323,1
144,324,2
322,324,2
144,325,4
146,325,4
144,326,2
146,326,2
325,326,2
144,327,2
325,327,2
144,328,4
146,328,4
176,329,2
185,329,2
185,330,2
126,331,2
142,331,2
144,331,3
146,331,3
328,331,2
144,332,2
146,332,2
328,332,2
144,333,3
146,333,3
185,333,3
237,333,3
126,334,2
142,334,2
146,334,2
185,334,2
230,334,1
323,334,1
144,335,2
146,335,2
185,335,1
333,335,2
334,335,1
103,336,2
154,336,2
173,336,2
286,336,2
297,336,2
185,337,1
230,337,1
185,338,1
230,338,1
73,339,2
230,340,1
337,340,1
144,341,1
146,341,1
185,341,1
230,341,1
334,341,1
338,341,1
77,342,1
154,342,5
269,342,1
275,342,1
276,342,1
297,342,2
126,343,2
127,343,2
230,343,2
274,343,2
183,346,1
185,346,2
345,346,1
72,347,2
145,347,2
146,347,2
344,347,2
72,348,1
142,348,2
144,348,2
146,348,2
204,348,2
280,348,1
157,349,2
7,351,2
17,351,1
18,351,2
19,351,2
20,351,2
21,351,2
22,351,2
148,351,1
153,351,1
7,352,2
14,352,2
22,352,1
351,352,3
17,353,1
18,353,2
19,353,2
20,353,2
21,353,2
22,353,1
351,353,5
148,354,1
153,354,1
239,354,1
243,354,1
256,354,1
351,354,1
14,355,1
351,355,1
352,355,1
226,356,2
227,356,2
292,356,2
50,358,2
71,358,1
185,358,2
5,359,2
165,360,1
188,360,1
165,361,1
188,361,1
360,361,2
185,362,1
186,362,1
225,362,1
62,363,2
144,363,2
204,363,2
59,364,2
114,364,2
123,364,2
145,364,2
172,364,1
173,364,1
185,364,7
194,364,2
195,364,2
197,364,1
214,364,2
230,364,1
295,364,2
301,364,2
144,367,1
146,367,1
154,367,1
185,368,1
237,368,1
144,369,1
146,369,1
152,369,1
154,369,1
172,369,1
285,369,1
367,369,1
13,370,1
33,370,2
144,370,1
146,370,1
165,370,2
185,370,3
186,370,1
33,371,2
70,372,1
144,372,2
146,372,2
185,372,2
284,372,3
311,372,1
5,373,4
157,373,2
172,373,2
173,373,2
229,373,2
185,374,2
284,374,2
307,374,1
372,374,1
13,375,1
126,375,2
127,375,2
135,375,2
144,375,3
146,375,3
185,375,3
186,375,1
191,375,2
192,375,2
219,375,2
220,375,2
225,375,1
232,375,1
247,375,2
292,375,4
362,375,1
237,377,1
242,377,1
237,378,1
242,378,1
377,378,1
344,379,2
347,379,2
185,380,1
186,380,1
226,380,2
227,380,2
232,380,1
154,381,2
170,381,2
185,381,1
192,381,2
226,381,2
227,381,2
232,381,1
297,381,2
375,381,2
380,381,3
10,382,2
73,382,2
134,382,2
182,382,2
185,382,1
339,382,2
10,383,2
185,383,1
382,383,3
119,384,2
152,384,2
281,384,2
9,385,2
185,385,1
9,386,2
185,386,3
230,386,2
299,386,2
154,387,1
173,387,1
275,387,1
152,388,2
185,388,2
226,388,1
228,388,1
278,388,2
381,388,2
32,389,2
144,389,2
146,389,2
152,389,2
350,389,2
365,389,2
366,389,2
152,390,2
192,390,2
211,390,2
26,391,2
74,391,1
88,391,2
152,391,2
154,391,3
185,391,5
192,391,2
204,391,2
223,391,4
275,391,2
297,391,3
161,392,1
106,393,2
154,393,2
173,393,2
287,393,2
297,393,2
88,394,1
152,394,7
269,394,2
270,394,2
275,394,2
276,394,1
390,394,2
391,394,2
42,395,1
172,395,1
173,395,1
185,395,1
387,395,1
230,396,2
262,396,2
371,397,2
34,398,2
144,398,2
146,398,2
305,398,2
185,399,1
232,399,1
105,400,2
154,400,2
173,400,2
290,400,2
297,400,2
101,401,2
154,401,2
172,401,2
173,401,2
291,401,2
297,401,2
366,402,2
389,402,2
3,403,2
144,403,2
161,403,1
185,403,1
392,403,1
144,404,1
145,404,1
163,404,1
49,405,2
134,405,2
226,405,2
227,405,2
134,406,2
152,406,1
243,406,1
405,406,2
1,407,1
5,407,4
9,407,5
10,407,4
13,407,2
32,407,2
57,407,2
58,407,1
59,407,2
61,407,2
62,407,4
66,407,1
69,407,2
73,407,6
91,407,1
93,407,1
94,407,1
96,407,2
107,407,4
109,407,1
121,407,2
124,407,1
125,407,2
132,407,2
135,407,2
142,407,2
143,407,4
144,407,32
145,407,2
146,407,36
152,407,4
153,407,3
154,407,4
156,407,2
175,407,5
183,407,6
184,407,2
187,407,2
197,407,6
198,407,2
199,407,2
201,407,1
204,407,14
205,407,2
206,407,2
207,407,5
215,407,1
216,407,2
226,407,2
227,407,2
228,407,4
229,407,4
230,407,5
244,407,3
247,407,2
265,407,2
268,407,2
272,407,1
282,407,1
297,407,2
298,407,4
299,407,4
301,407,2
305,407,4
309,407,1
310,407,6
315,407,1
339,407,2
341,407,2
344,407,2
345,407,2
348,407,2
359,407,2
363,407,2
367,407,1
369,407,1
370,407,1
375,407,3
380,407,1
382,407,4
383,407,2
385,407,2
386,407,2
398,407,2
88,408,2
144,408,2
146,408,2
154,408,1
185,408,1
197,408,2
204,408,2
214,408,2
226,408,2
227,408,2
297,408,1
305,408,2
316,408,1
407,408,2
185,409,1
237,409,1
333,409,1
368,409,1
185,410,1
186,410,1
370,410,1
92,411,2
148,411,1
185,411,5
237,411,2
300,411,2
333,411,2
63,412,2
145,412,2
146,412,2
154,412,2
185,412,2
226,412,2
227,412,2
95,413,1
146,413,2
152,413,1
154,413,4
172,413,2
173,413,2
219,413,1
263,413,1
289,413,2
412,413,2
152,414,1
264,414,1
144,415,2
146,415,2
185,415,2
210,415,2
407,415,2
90,416,2
109,416,1
143,416,2
144,416,2
146,416,2
185,416,4
265,416,1
407,416,3
185,417,1
380,417,1
407,417,1
145,418,1
146,418,1
185,418,1
175,419,2
185,419,2
152,420,2
226,420,2
227,420,2
281,420,2
315,420,2
48,421,2
144,421,2
146,421,2
152,421,2
227,421,2
297,421,2
305,421,2
398,421,2
407,421,2
186,422,1
232,422,1
144,423,2
146,423,2
144,424,2
232,424,1
422,424,1
423,424,2
5,425,2
54,425,1
72,425,1
100,425,1
118,425,1
123,425,2
130,425,2
135,425,1
145,425,11
146,425,14
149,425,3
154,425,4
162,425,2
172,425,2
174,425,2
175,425,2
185,425,8
195,425,2
196,425,2
197,425,4
199,425,2
203,425,2
204,425,4
207,425,4
215,425,1
221,425,2
232,425,2
237,425,2
242,425,4
244,425,4
245,425,1
249,425,1
272,425,1
277,425,1
280,425,1
297,425,2
298,425,2
302,425,2
303,425,1
334,425,1
345,425,1
346,425,1
348,425,1
350,425,2
357,425,1
365,425,2
382,425,2
389,425,2
405,425,2
406,425,2
407,425,2
412,425,2
413,425,2
419,425,2
38,426,2
87,426,2
98,426,2
118,426,2
144,426,4
146,426,4
165,426,1
170,426,2
185,426,6
188,426,1
192,426,9
201,426,1
202,426,1
204,426,1
207,426,1
211,426,2
219,426,5
223,426,2
230,426,5
270,426,2
303,426,2
305,426,2
315,426,4
360,426,2
375,426,2
381,426,4
390,426,2
391,426,2
394,426,2
407,426,2
408,426,2
416,426,2
5,427,2
107,427,2
359,427,2
407,427,2
148,428,1
185,428,2
237,428,1
322,428,1
333,428,1
411,428,2
144,429,2
146,429,2
174,429,2
144,430,2
146,430,2
166,430,2
185,430,3
298,430,1
299,430,1
383,430,1
385,430,1
386,430,1
97,431,2
109,431,2
144,431,2
146,431,2
228,431,2
229,431,2
55,432,1
122,432,2
224,432,1
273,432,2
154,433,1
171,433,1
172,433,1
263,433,1
413,433,1
154,434,1
172,434,1
173,434,1
175,434,1
183,434,1
185,434,4
226,434,2
227,434,2
228,434,2
229,434,2
364,434,1
381,434,2
388,434,2
407,434,1
88,435,2
113,435,2
185,435,4
204,435,2
226,435,2
227,435,2
228,435,2
434,435,4
34,436,2
154,436,2
175,436,1
183,436,1
276,436,1
342,436,1
407,436,1
434,436,1
146,437,2
185,437,1
302,437,2
313,437,1
314,437,1
425,437,2
201,438,4
219,438,1
230,438,2
266,438,1
294,438,1
411,438,2
426,438,1
92,439,2
185,439,2
300,439,2
411,439,4
438,439,2
127,440,2
144,440,2
146,440,2
204,440,2
407,440,2
185,441,2
201,441,1
202,441,1
426,441,1
438,441,1
185,442,3
237,442,1
300,442,2
333,442,1
411,442,5
438,442,2
439,442,4
144,443,2
146,443,2
235,443,1
331,443,1
407,443,2
73,444,2
228,444,2
229,444,2
407,444,2
443,444,2
51,445,1
68,445,1
185,445,1
311,445,1
50,446,1
185,446,1
358,446,1
136,447,1
185,447,1
9,448,1
73,448,2
129,448,2
185,448,1
228,448,2
229,448,2
230,448,1
318,448,1
341,448,2
407,448,3
185,449,2
194,449,3
216,449,3
9,450,1
144,450,1
146,450,1
185,450,1
230,450,1
243,450,1
317,450,1
407,450,1
112,451,2
185,451,2
208,451,2
230,451,2
184,452,4
17,18,1
18,19,1
41,42,2
65,66,1
29,89,2
96,97,2
13,144,2
58,144,1
35,146,2
67,146,4
107,146,2
135,146,2
145,146,19
144,151,3
148,153,3
77,154,1
102,154,2
152,154,3
79,155,1
146,158,2
33,165,2
158,169,2
115,170,2
78,173,1
144,174,2
8,175,2
15,175,2
176,179,1
177,180,1
0,185,2
60,185,1
71,185,1
74,185,3
81,185,1
90,185,2
136,185,2
148,185,1
165,185,2
181,185,2
185,189,1
145,195,2
185,196,1
121,197,2
183,197,2
146,199,2
195,199,2
153,204,1
182,207,1
30,211,2
204,212,2
185,215,1
192,219,3
5,221,1
29,226,2
88,226,4
99,226,1
105,226,2
217,226,2
0,227,2
41,227,2
64,227,2
99,227,1
116,227,2
154,227,2
79,228,1
81,228,1
82,228,1
88,228,3
129,228,2
182,228,2
44,229,2
81,229,1
108,229,2
141,229,2
206,229,2
217,229,2
87,230,4
111,230,1
153,230,2
186,232,5
225,232,1
229,232,3
5,240,2
5,242,4
227,242,2
152,243,1
207,244,1
185,253,1
237,256,1
146,258,1
164,267,2
155,271,1
230,274,2
88,281,2
144,284,2
153,284,1
190,285,2
173,286,2
172,287,2
24,288,2
173,290,2
191,292,2
145,294,2
201,294,1
226,294,2
266,294,1
102,297,2
144,299,2
298,299,5
175,301,2
92,302,2
146,302,4
134,303,1
185,304,1
297,308,2
185,313,2
265,315,1
151,317,1
146,324,2
146,327,2
329,330,2
144,334,2
331,334,2
333,334,1
172,336,2
185,340,1
73,341,2
270,342,2
185,344,2
185,345,3
344,345,2
204,346,1
5,349,4
14,351,2
107,359,2
232,362,1
146,363,2
350,365,2
333,368,1
173,369,1
226,373,3
227,373,3
228,373,2
284,373,7
370,375,1
376,378,1
186,381,1
214,381,2
232,384,4
385,386,3
172,387,1
342,387,1
88,388,2
227,388,1
229,388,1
269,390,2
31,391,2
185,392,1
172,393,2
204,396,2
304,399,1
172,400,2
146,403,2
2,407,1
65,407,1
127,407,2
185,407,20
219,407,2
220,407,2
260,407,2
283,407,1
294,407,2
389,407,2
322,411,1
145,413,2
220,415,2
156,416,2
76,421,2
154,421,4
226,421,2
146,424,2
186,424,1
52,425,2
134,425,10
150,425,1
153,425,4
182,425,3
284,425,1
294,425,2
335,425,1
37,426,2
152,426,6
361,426,2
382,430,1
173,433,1
229,435,2
185,438,5
230,441,2
92,442,2
73,443,2
128,444,2
140,447,1
448,450,1
