source,target,weight
58,1018,3
58,527,1
58,241,2
58,287,2
58,258,2
59,1107,2
59,132,1
59,139,1
61,156,2
62,294,4
62,699,3
62,457,48
62,343,1
62,394,1
62,702,8
62,669,5
62,84,2
63,385,1
63,558,6
63,445,1
63,395,4
63,514,3
63,396,1
63,268,1
66,702,1
67,163,2
67,203,3
68,163,1
68,76,1
69,84,1
71,325,1
71,98,3
71,155,1
71,871,1
71,951,1
71,715,2
71,943,7
71,156,1
71,731,2
72,379,1
72,675,2
73,1019,5
73,840,2
75,595,2
75,146,1
78,932,3
78,265,3
79,184,1
80,621,4
80,195,1
80,674,3
81,267,2
81,465,13
82,869,1
82,621,3
82,349,1
83,481,3
83,380,1
83,480,2
83,678,2
83,385,1
84,236,2
84,352,1
84,516,6
84,343,2
84,750,6
84,395,1
84,423,1
84,572,1
84,653,2
84,766,1
84,1007,3
84,666,2
84,91,9
84,239,4
84,305,5
84,615,2
84,590,1
84,854,3
84,1057,2
84,311,5
84,561,3
84,264,1
84,358,17
84,142,3
84,364,15
84,465,3
85,475,1
86,967,4
86,727,3
86,766,2
86,1071,1
86,198,1
86,811,5
86,954,1
86,612,2
86,577,2
86,1041,1
86,523,5
86,767,1
86,777,1
86,245,3
86,797,1
86,793,2
86,350,13
86,629,7
86,729,1
86,514,2
86,383,1
88,148,1
88,217,5
91,196,9
93,929,1
93,192,1
94,271,2
95,178,4
98,350,1
98,338,7
98,532,5
98,943,9
98,206,1
99,1157,3
99,302,1
100,1112,5
100,203,4
100,296,4
100,720,1
100,528,2
100,704,1
100,383,3
100,480,1
101,755,1
101,910,11
101,948,1
101,251,5
101,256,7
101,255,2
101,1071,4
104,331,9
104,156,3
105,156,2
105,431,4
105,475,1
105,372,1
111,429,2
111,221,11
113,871,2
113,534,1
113,950,3
113,866,1
114,271,9
114,314,2
114,434,1
115,273,2
115,301,7
115,1213,1
115,614,9
115,194,1
117,267,4
119,727,1
119,605,7
122,1018,2
122,815,1
124,480,2
125,1055,1
125,394,6
125,821,6
127,261,3
130,523,1
130,1115,1
130,323,4
131,177,9
132,944,1
132,553,1
133,301,1
135,1134,3
137,1057,3
137,296,2
137,1076,2
138,871,2
139,840,1
139,509,2
140,179,11
140,170,6
140,248,1
140,345,1
140,271,1
140,569,1
141,652,1
141,151,1
141,161,2
141,177,1
141,1086,7
141,213,76
141,317,1
142,1048,1
144,156,2
145,577,7
145,625,1
146,633,1
146,480,3
147,534,3
147,670,2
147,511,2
147,260,2
147,680,1
152,159,1
153,406,3
153,297,6
153,188,3
153,550,11
153,249,3
153,280,2
154,659,1
155,215,1
155,526,2
155,678,1
155,456,1
155,514,5
155,294,19
155,963,3
155,298,1
156,270,1
156,558,1
156,240,2
156,361,1
156,342,1
156,262,5
156,445,1
156,702,2
156,269,7
156,665,1
156,176,9
156,465,3
158,595,7
158,881,6
159,948,2
159,916,3
159,442,3
159,336,8
162,614,4
163,1149,2
163,573,12
163,260,1
163,455,8
163,498,8
163,402,3
163,911,1
163,950,2
163,587,2
166,329,1
166,395,2
167,169,1
167,197,1
167,168,8
167,185,1
167,472,4
168,522,1
168,222,11
168,1149,1
168,565,5
168,482,2
170,299,11
170,811,1
170,534,2
175,779,3
175,248,6
176,1056,12
176,179,9
176,258,8
177,1149,2
177,1157,2
177,901,1
179,1074,12
185,1021,1
185,596,27
186,840,2
186,813,4
186,718,2
186,475,1
186,443,1
186,1061,1
187,357,2
187,383,8
191,251,5
191,451,1
193,407,2
193,428,2
193,524,3
193,455,4
193,640,2
195,443,5
195,992,5
195,392,4
195,228,2
195,722,2
195,843,1
195,775,2
195,380,5
195,1020,1
195,449,2
195,848,2
195,1103,1
195,745,1
195,881,2
195,1024,1
195,845,5
195,229,1
196,763,1
196,972,1
196,425,6
196,385,4
196,678,2
196,633,1
196,445,10
196,748,15
198,742,3
198,295,2
198,284,3
198,577,14
199,828,9
199,561,3
199,228,4
199,264,3
199,1041,1
199,465,6
199,475,28
200,375,3
200,615,33
201,808,16
201,1054,1
202,230,1
202,263,1
203,207,2
203,292,2
203,587,1
203,220,1
203,209,1
203,427,2
203,830,8
203,726,1
203,534,1
204,356,5
204,294,2
204,340,2
204,254,4
204,216,32
206,487,1
206,515,1
206,230,1
206,518,1
206,516,1
206,512,1
209,505,1
209,364,1
209,449,32
210,298,2
211,480,2
213,441,7
213,931,1
213,390,1
213,726,7
213,275,1
214,640,4
216,1077,8
216,897,2
216,372,4
217,754,2
218,448,1
218,358,7
218,872,1
218,283,3
219,547,1
221,966,5
221,285,1
222,273,1
222,449,7
222,228,2
222,389,4
222,329,1
223,301,1
223,869,2
227,576,6
227,811,1
227,901,7
228,248,7
228,375,2
228,587,4
228,633,9
228,256,2
228,638,28
229,1071,3
230,248,8
230,349,8
233,547,7
233,624,1
233,515,1
233,527,2
233,505,5
233,711,3
233,264,2
235,236,6
236,271,1
236,293,3
236,310,4
236,416,4
236,719,2
236,403,3
237,577,2
237,280,2
237,254,8
238,787,1
238,379,6
238,935,2
238,391,2
238,781,3
239,275,3
239,730,3
239,978,2
239,721,2
240,789,2
241,320,2
243,255,2
243,278,4
244,862,1
244,569,1
245,404,7
245,509,11
245,443,1
246,385,2
247,818,1
248,429,2
248,373,3
248,514,2
248,364,1
248,299,2
248,272,2
248,296,71
248,353,1
248,343,14
249,261,135
249,546,3
249,515,1
249,777,2
250,486,1
251,364,24
251,287,1
251,876,2
251,612,5
251,361,7
251,512,5
251,470,8
251,534,14
251,385,6
251,516,2
252,350,2
254,937,4
256,598,1
257,320,1
258,551,2
258,573,3
258,871,3
258,438,2
258,901,6
259,768,1
260,771,1
260,465,1
260,373,1
261,955,14
261,617,1
261,514,8
261,358,3
261,762,4
261,1043,2
261,372,4
262,763,4
262,831,1
262,945,1
262,881,2
262,847,1
262,693,4
262,1045,1
262,896,2
263,846,2
263,581,3
264,457,3
265,679,1
265,390,3
266,475,1
267,445,3
267,840,2
268,338,1
268,439,4
268,591,4
269,444,2
269,939,2
269,901,5
270,869,6
271,1074,8
271,1061,2
271,577,2
271,615,1
271,812,1
271,357,7
271,340,1
271,287,2
271,272,4
271,943,2
271,365,1
271,359,1
271,819,1
271,325,1
272,702,4
272,990,2
275,1129,2
275,361,1
276,379,1
277,475,1
278,412,4
278,348,3
280,413,4
281,294,11
281,561,9
281,534,12
281,1046,8
281,509,5
281,868,2
281,675,7
281,369,6
281,779,2
281,1021,1
281,382,7
281,296,8
281,373,16
281,383,4
283,491,2
283,442,6
283,358,2
285,738,1
286,705,2
286,363,5
286,1074,6
286,1061,4
287,706,9
287,569,1
287,727,1
287,693,3
289,575,1
290,302,1
293,475,6
293,562,6
294,383,17
294,345,2
296,379,7
296,738,1
297,509,31
297,1130,1
298,325,1
298,475,1
298,705,2
299,983,2
299,303,41
301,856,8
301,844,2
301,541,1
301,940,7
301,350,4
303,951,4
303,561,2
303,600,1
303,392,1
303,648,2
303,602,3
303,373,8
303,461,2
303,571,1
303,449,4
303,660,1
304,476,8
304,584,3
305,805,2
306,509,17
307,999,2
309,547,1
311,726,1
313,449,14
314,779,1
314,617,4
316,392,1
316,509,1
316,532,1
320,615,1
320,402,6
320,410,6
321,338,2
321,343,2
323,1132,1
323,525,1
323,350,1
325,1045,7
325,731,1
325,358,1
325,760,1
325,943,10
325,1048,1
325,1157,3
325,383,1
329,569,3
330,636,5
330,551,1
330,456,3
331,332,3
331,993,3
332,843,1
332,574,8
338,537,1
339,605,4
342,509,1
343,1088,5
343,818,4
343,705,1
343,436,2
343,862,4
343,677,19
345,889,2
345,395,3
348,436,6
350,372,1
353,676,1
354,358,15
354,1048,3
357,553,7
357,1152,7
358,555,1
358,709,1
361,900,7
361,372,2
361,511,15
363,480,2
363,568,1
363,577,9
363,526,6
363,570,1
364,1090,1
364,562,12
365,488,1
372,1038,4
372,531,2
372,727,5
373,412,2
373,896,1
373,1107,15
373,693,10
374,413,1
374,425,1
374,819,2
374,1152,1
375,476,8
375,475,3
379,424,3
379,718,3
380,1082,8
380,659,2
382,457,1
382,771,1
383,693,2
383,401,1
385,437,2
385,436,12
385,540,2
385,488,2
385,483,1
385,629,1
385,394,17
385,620,30
388,457,2
389,574,2
389,436,3
389,736,1
391,1074,2
392,818,4
392,785,1
392,930,1
392,772,1
392,1022,1
392,1173,1
392,569,1
392,898,3
392,634,1
392,1024,2
394,848,10
394,1061,2
395,411,1
402,771,11
402,815,1
402,446,8
402,588,14
403,863,3
404,1130,1
404,406,16
405,449,2
405,869,1
405,600,1
405,852,1
405,767,2
406,1021,3
407,617,3
407,699,2
407,424,6
407,831,4
407,749,9
408,1065,1
408,509,1
409,719,1
410,818,15
410,566,1
410,444,8
411,533,3
413,719,1
413,774,2
413,815,2
416,774,2
417,587,1
417,641,1
418,659,4
418,868,3
418,749,1
419,1088,5
419,1213,1
419,1130,33
424,444,2
424,750,1
424,692,1
424,597,2
425,889,19
425,589,8
430,982,1
430,958,1
431,620,1
432,509,1
434,630,2
435,559,1
436,617,5
436,587,1
437,719,5
437,682,2
437,583,3
438,586,1
438,699,2
438,483,1
438,678,2
439,896,2
439,605,3
440,1062,4
442,492,2
443,547,2
444,873,1
444,815,1
444,871,1
445,931,27
445,868,1
446,470,1
446,931,1
449,814,8
449,460,2
449,1048,7
450,1002,10
451,544,7
452,475,2
452,565,2
452,577,3
452,722,2
455,565,3
455,529,3
455,774,3
457,1022,3
457,480,16
457,1204,1
457,569,16
457,516,1
460,1087,1
461,587,2
464,1055,1
464,572,1
465,843,2
465,525,1
466,483,1
469,493,1
470,489,1
470,1055,2
470,900,2
471,567,1
471,1157,3
471,489,1
471,570,3
472,537,4
475,999,2
475,687,6
475,617,1
476,727,9
476,931,1
476,1022,2
476,535,2
477,526,15
477,577,6
477,747,1
477,489,1
477,1004,1
478,566,2
478,523,8
478,943,3
478,830,1
478,1032,1
479,561,3
480,851,2
481,523,4
485,677,1
486,491,1
486,923,1
486,562,2
486,665,1
490,569,1
490,1055,1
491,1018,1
492,871,1
498,617,3
498,780,1
504,844,1
504,509,2
505,754,5
505,868,1
506,537,1
509,869,40
509,806,4
509,870,3
514,567,5
515,943,1
515,598,1
515,680,4
515,808,1
516,640,2
517,818,1
523,575,8
523,1149,4
523,864,1
523,908,1
524,531,2
526,720,2
526,815,4
526,1045,3
526,569,1
527,821,1
527,1001,1
527,855,1
527,788,1
527,625,2
527,944,4
527,820,1
528,533,3
529,701,2
531,1022,1
532,1199,2
533,534,10
534,709,5
534,816,2
534,815,5
534,705,2
534,744,26
534,769,1
534,653,5
534,629,2
535,995,3
535,598,1
537,1071,1
537,900,2
541,544,1
541,856,47
541,857,2
541,670,15
543,633,1
544,545,1
546,869,1
547,577,14
547,900,3
550,633,1
551,771,1
552,854,2
555,1021,5
557,678,2
557,920,1
560,760,1
565,829,2
566,636,1
567,818,17
567,1184,5
569,750,1
569,1089,1
571,1038,3
576,784,7
576,868,2
576,1001,1
577,753,1
578,1056,1
580,624,1
584,817,1
587,623,1
588,931,1
591,779,1
595,780,1
595,952,3
596,1019,6
598,633,1
600,1107,1
600,890,1
600,766,1
600,633,3
601,1018,2
602,610,2
604,1072,8
604,843,9
605,606,6
605,896,2
609,1116,1
614,699,1
614,752,1
614,842,6
614,665,1
617,695,1
617,725,4
617,815,6
617,633,2
618,1055,2
620,802,7
620,956,1
621,992,6
621,1005,1
621,1010,4
625,759,1
631,1032,9
632,826,1
633,720,1
633,1039,3
633,789,2
633,681,1
634,665,1
636,952,2
636,750,7
638,759,3
643,771,1
652,815,1
659,1120,1
663,1009,5
663,948,2
663,1055,2
665,864,1
667,871,2
670,942,2
675,1018,1
675,801,1
675,818,3
677,720,6
680,781,1
689,771,3
693,1122,1
695,1057,2
696,895,1
696,1203,1
697,852,1
697,840,15
699,871,1
700,1107,1
704,818,1
710,713,2
713,869,1
713,720,3
713,1086,1
715,852,18
718,869,4
718,913,2
719,784,3
722,829,1
722,843,2
724,844,4
724,1107,5
728,1065,2
728,1043,1
729,814,2
729,889,2
731,1067,5
731,852,6
732,1116,6
732,742,4
733,1048,10
733,750,1
739,856,1
739,917,2
742,926,1
745,817,4
746,747,1
748,853,2
750,996,6
758,781,1
769,871,1
771,853,22
774,837,5
774,1203,1
775,1107,4
775,1048,1
780,1132,5
781,782,2
786,929,2
789,862,3
789,843,4
802,1019,8
802,1213,1
802,901,2
807,1077,3
808,818,1
809,1019,3
813,1149,2
815,952,1
818,857,1
818,1029,2
818,868,12
819,1111,2
823,839,1
830,1213,1
830,909,1
832,873,3
837,843,4
840,869,2
842,901,5
848,1046,2
849,1056,1
852,1065,1
852,864,4
852,1139,5
852,1125,3
853,901,34
854,1001,1
856,864,1
860,1055,6
862,973,1
862,880,1
864,943,3
864,868,2
865,869,17
868,1152,8
868,1107,6
869,924,1
869,871,19
869,911,8
870,1122,4
871,905,1
871,909,23
871,924,5
871,881,2
871,895,3
872,895,2
873,1154,10
873,1001,3
873,1038,9
878,880,1
884,1152,1
884,1108,12
888,898,3
888,1016,2
895,902,1
895,945,1
898,939,3
898,965,4
898,1038,2
899,1098,2
899,903,2
900,1167,2
900,1056,4
901,1024,8
901,905,26
901,1121,4
904,1006,3
904,1157,4
904,1062,2
905,1152,11
905,963,4
908,1065,5
908,1056,1
909,924,1
917,918,1
927,955,2
929,1038,3
931,948,3
945,991,1
960,1040,2
963,1036,8
964,1133,1
964,1107,6
996,1213,1
1001,1065,4
1001,1062,1
1007,1065,2
1011,1012,1
1019,1184,2
1024,1107,1
1031,1032,2
1031,1049,3
1032,1203,6
1040,1106,2
1045,1087,4
1048,1152,1
1056,1202,2
1056,1198,1
1062,1074,2
1062,1077,2
1065,1147,20
1065,1114,11
1074,1154,1
1076,1107,25
1082,1091,2
1095,1157,4
1106,1113,2
1114,1129,2
1122,1157,1
1122,1213,1
1159,1160,2
