0,1,2
66,1301,2
1141,1268,3
308,1390,2
253,296,4
84,1415,1
1435,1756,1
675,718,1
467,474,15
633,767,1
1055,1374,1
816,1316,1
1065,1071,6
522,1379,1
712,1184,5
67,388,6
1282,1349,23
193,752,1
1289,1676,7
522,590,1
5,142,2
512,640,1
341,1243,1
57,70,1
355,1280,6
50,313,4
35,118,5
1405,1486,1
104,782,2
288,296,2
104,1572,1
60,175,2
1141,1235,4
672,678,2
809,1539,6
979,1602,2
103,637,1
1556,1754,1
638,1380,1
69,173,1
251,390,2
126,259,4
1038,1631,5
639,782,6
430,1090,1
340,839,1
324,830,5
104,696,5
696,1782,4
430,1401,10
1331,1436,4
597,1284,1
81,102,1
480,700,6
296,870,9
11,856,1
66,532,1
724,1259,47
262,448,2
8,526,5
926,1357,1
1433,1561,8
104,1102,1
2,1184,2
49,101,5
833,1233,6
340,577,2
616,643,16
430,1584,1
26,1008,16
276,517,1
296,333,2
863,1188,1
259,385,2
376,1050,1
801,1126,1
340,685,8
816,1099,1
497,637,3
918,1282,2
11,1401,12
545,765,1
40,565,1
5,793,1
8,19,1
1508,1679,1
219,223,9
545,597,8
302,1584,1
104,1123,1
33,501,8
522,1113,1
320,357,2
352,597,2
43,524,1
308,519,2
685,767,5
724,1260,2
892,1597,2
193,311,2
827,1729,1
381,398,1
35,49,2
97,512,1
814,870,1
238,822,2
37,147,1
638,1542,2
25,371,1
175,220,1
117,1378,1
143,358,2
630,661,1
555,883,1
8,1182,11
102,798,15
334,421,1
422,453,2
62,227,3
190,737,11
1017,1280,4
284,822,3
41,241,1
40,60,1
624,774,1
352,1771,2
104,316,3
538,1252,1
25,1032,2
154,1597,1
142,414,2
295,1338,7
1268,1300,1
182,870,1
249,942,2
25,616,1
153,643,2
1380,1412,3
397,1236,2
1281,1740,4
349,801,4
305,554,4
259,796,1
356,473,7
47,78,1
703,1508,1
287,469,11
33,35,1
356,448,1
1331,1564,2
1343,1785,11
198,594,3
66,1572,1
123,446,7
31,703,9
356,378,2
68,1538,3
354,851,1
1508,1510,1
52,1117,1
467,1584,3
72,925,5
1623,1726,11
474,1100,2
244,698,3
625,699,1
5,602,3
171,391,2
546,711,3
1086,1131,2
345,637,1
253,343,3
190,322,3
301,686,1
608,782,3
37,625,3
703,1256,1
265,298,1
203,666,8
1271,1279,2
455,1312,2
1,4,1
282,1283,1
40,657,2
1807,1875,6
43,1541,3
324,478,7
718,837,2
388,508,17
326,462,2
210,596,4
366,1539,5
8,861,1
341,974,4
55,778,1
703,1140,1
305,1227,3
219,336,8
344,517,3
356,357,4
31,1572,1
324,682,5
35,1538,2
753,754,1
1197,1229,1
568,1312,19
8,131,1
324,631,8
235,508,8
356,1401,2
223,1643,12
619,1666,1
248,502,5
559,907,4
8,152,1
643,1250,2
143,246,1
616,1877,1
522,1542,1
698,709,2
510,1279,1
31,672,8
704,711,3
98,625,13
8,57,6
1051,1259,1
391,501,7
833,865,4
550,1116,2
507,616,1
253,1572,1
193,478,1
474,590,2
213,1180,1
639,1061,1
2,1102,1
62,356,1
639,654,1
1254,1333,2
1428,1571,2
193,452,1
833,861,1
982,1325,1
641,948,1
811,1615,4
507,1112,1
340,474,3
595,732,2
704,706,2
50,657,1
356,482,1
127,1412,1
1571,1711,2
678,1175,4
713,1213,3
61,1280,3
1060,1061,1
706,992,1
710,1867,2
1252,1764,5
175,1664,7
315,769,1
1028,1712,5
301,703,2
1116,1226,5
35,104,7
265,576,1
203,535,3
95,230,1
37,591,3
130,438,9
640,712,2
769,843,1
33,298,5
102,800,1
522,1822,1
421,535,6
40,765,26
508,533,1
73,685,3
259,286,1
183,927,2
366,1230,2
465,938,1
541,1215,4
598,1380,27
1214,1898,1
130,193,3
703,851,2
123,710,5
29,71,3
323,651,1
50,522,3
142,581,1
244,614,4
18,84,1
1280,1282,19
1348,1623,5
248,1540,1
356,1430,1
220,1782,2
808,1070,1
304,305,6
154,524,6
259,271,1
516,1047,1
124,1795,3
248,604,2
248,1245,2
697,949,1
320,391,71
258,342,1
301,673,5
821,1235,9
8,476,2
1307,1785,1
1020,1421,6
113,249,9
99,242,1
66,1216,1
597,1184,1
437,877,5
288,516,4
251,375,3
62,911,3
77,990,1
512,653,2
213,712,2
175,276,76
104,1151,1
537,539,16
1343,1433,4
1386,1534,2
126,391,4
733,870,1
102,1255,3
437,738,1
40,451,1
241,324,5
41,295,3
696,1271,1
1584,1785,1
508,706,3
696,1348,1
360,1748,2
614,705,3
31,429,7
324,712,14
198,444,8
94,344,3
1166,1539,8
1216,1284,3
11,839,1
522,769,1
481,760,12
67,699,3
167,356,2
308,1130,3
397,724,1
173,678,2
2,880,1
1685,1795,4
340,1092,4
356,475,1
391,1050,1
494,1327,1
287,1439,5
453,585,2
638,713,2
322,1123,2
535,1184,1
522,874,1
11,66,2
265,690,1
203,1355,1
108,281,5
66,678,9
605,1509,10
336,776,3
11,616,11
47,151,14
8,459,1
31,473,16
141,1414,3
1282,1372,5
731,1280,1
727,729,1
287,376,1
1508,1623,4
703,1213,4
1182,1782,2
1364,1365,1
673,1078,5
338,625,1
262,331,4
251,782,14
453,1268,4
190,370,2
37,38,1
182,643,3
163,397,1
568,799,8
102,1602,2
868,1204,1
1117,1712,4
233,595,1
277,882,4
7,248,4
211,645,2
1435,1712,6
399,494,8
1282,1301,2
712,993,2
188,198,1
633,987,3
210,211,8
31,625,7
175,418,1
282,374,3
100,461,1
1129,1755,5
388,455,2
494,1432,10
37,436,2
574,1426,1
589,647,1
1189,1722,2
437,1318,3
336,503,6
123,1401,9
104,1624,2
651,861,1
982,1875,1
1337,1814,2
522,1331,3
538,1102,2
1349,1372,1
57,102,5
1041,1055,4
1726,1748,2
172,1282,2
937,1164,1
249,870,1
210,232,1
501,566,3
259,570,2
316,595,1
40,1252,1
288,436,1
575,842,1
1214,1349,1
740,1207,1
18,51,7
271,604,32
1342,1618,2
336,1282,3
738,1112,1
311,1141,2
57,1325,3
459,585,6
870,1567,3
31,1237,3
208,526,2
104,1147,2
40,119,2
378,769,1
66,1426,2
102,227,3
127,324,5
1002,1198,2
512,647,1
143,397,7
31,51,5
25,822,2
84,1012,2
436,769,3
430,1795,3
700,1578,3
102,408,5
424,538,1
49,287,3
126,1020,1
11,1378,5
541,1068,9
371,488,6
356,1189,1
203,1414,2
897,1184,1
123,265,1
371,1126,2
102,757,3
559,1279,3
249,598,10
566,973,1
604,1183,8
651,1371,1
2,87,2
55,89,2
2,813,2
616,769,16
104,462,13
371,1541,1
256,1596,1
1284,1564,9
43,289,2
265,687,1
1233,1338,5
280,1270,2
320,465,1
253,625,6
141,1276,1
453,941,19
606,727,7
589,648,2
28,1301,2
41,478,1
159,428,4
599,631,1
41,960,2
846,1520,4
248,1707,1
144,1032,5
28,388,2
554,1116,2
8,600,15
870,980,3
524,556,17
220,1795,2
703,1402,4
7,481,1
248,1059,1
341,1578,1
641,1401,3
1027,1031,1
501,1017,3
581,860,2
102,343,1
371,507,7
1307,1715,12
241,606,1
666,1129,1
870,1141,2
792,1186,1
408,1031,1
1189,1351,2
399,620,2
40,463,2
8,501,1
53,1382,1
324,512,6
494,1712,15
18,232,4
43,241,2
276,1031,7
712,1027,1
96,933,3
1116,1875,1
192,388,19
25,461,4
399,772,1
238,341,2
643,706,1
102,474,17
633,1795,3
41,1353,2
732,1337,3
61,277,1
1104,1282,1
378,1432,3
614,1116,3
378,1032,1
937,1188,3
637,1037,1
220,1338,1
181,193,2
324,325,2
604,619,2
1496,1898,1
380,778,1
248,1301,2
651,760,2
180,782,7
414,839,4
79,599,1
587,952,2
58,447,1
68,703,1
535,926,8
424,1102,9
101,942,2
705,989,2
193,341,5
1264,1597,6
8,782,2
817,1538,2
248,1545,1
320,453,14
0,1778,1
253,637,28
104,858,7
673,1279,1
67,782,53
193,598,1
86,937,2
127,333,7
5,635,4
244,882,2
290,1280,2
1656,1674,2
73,527,1
262,280,32
33,582,2
102,176,3
911,1519,5
192,1433,3
104,1035,1
551,1230,2
18,1067,1
542,1512,1
307,331,8
8,104,1
377,993,2
342,789,3
1563,1564,3
496,550,1
28,822,11
700,769,1
703,1194,1
911,1667,2
174,356,1
47,1135,8
631,1597,2
62,72,13
428,1755,1
68,648,2
1025,1235,2
1280,1355,8
402,616,3
66,1295,4
40,968,1
455,526,3
608,1025,2
154,1195,6
397,1396,7
751,1367,1
193,990,2
1282,1325,3
1545,1712,1
8,23,1
249,1067,15
310,1036,3
234,346,1
301,1003,3
1035,1183,2
993,1297,2
337,1103,1
502,1315,8
49,375,5
559,1068,1
35,1126,6
58,103,2
372,1022,2
335,367,4
338,494,1
8,1639,1
775,792,3
144,340,4
1337,1600,4
26,1875,4
11,1343,5
446,718,1
371,391,8
597,1282,1
1600,1874,2
193,352,7
1012,1252,18
60,102,1
192,393,1
233,1615,1
1017,1358,2
31,273,1
1051,1364,2
61,259,2
842,1423,1
399,604,4
305,1018,2
397,462,4
143,1898,1
452,678,1
1273,1280,17
870,951,1
41,1356,1
371,494,16
491,709,2
143,833,9
171,1646,2
276,360,1
797,1380,1
880,1089,3
377,480,5
74,1040,2
1252,1743,3
399,908,1
232,809,27
556,842,30
203,796,2
968,1112,3
66,1747,2
331,1392,4
724,927,15
712,1058,26
616,687,1
174,769,1
11,1254,15
620,796,2
861,1271,1
193,914,1
657,1597,1
560,1749,33
248,1237,5
50,488,1
2,35,14
